DV,term,coef,std_err,t_value,p_value,nobs,r2,adj_r2,model_p_value
CAR_0_p3,C(event_type_final)[T.dating],0.006460697241117111,0.018669626042588164,0.3460539180795218,0.7293021942719777,79,0.1364046198989961,0.023761744233647852,0.2640764020880261
CAR_0_p3,C(event_type_final)[T.artist_transition],0.01875210891466495,0.030353475011326375,0.6177911724330614,0.5367130031816576,79,0.1364046198989961,0.023761744233647852,0.2640764020880261
CAR_0_p3,log_market_cap_c,0.0030606655490409704,0.005590632664292408,0.5474631822243594,0.5840605582560148,79,0.1364046198989961,0.023761744233647852,0.2640764020880261
CAR_0_p3,log_youtube_channel_subscribers_c,-0.0034210049444957412,0.0054134291272973775,-0.63194785856625,0.5274209491248895,79,0.1364046198989961,0.023761744233647852,0.2640764020880261
CAR_0_p5,Intercept,-0.010638161285002432,0.010100981661243888,-1.0531809324849712,0.2922580756819406,79,0.06584589979871525,-0.056000287184061026,0.6339339234199701
CAR_0_p5,C(event_type_final)[T.positive_comeback],-0.009254468465790752,0.015598792284955244,-0.5932810884799409,0.5529930529039817,79,0.06584589979871525,-0.056000287184061026,0.6339339234199701
CAR_0_p5,C(event_type_final)[T.positive_concert],0.01140985493846807,0.017181126238308093,0.6640923755642955,0.5066311897151182,79,0.06584589979871525,-0.056000287184061026,0.6339339234199701
CAR_0_p5,C(event_type_final)[T.positive_resolution],0.022908211976444895,0.03727348603006557,0.6145980539079885,0.5388201999460582,79,0.06584589979871525,-0.056000287184061026,0.6339339234199701
CAR_0_p5,C(event_type_final)[T.negative_PR_crisis],0.004384627638632123,0.019674898609418116,0.2228538873655623,0.8236492263829533,79,0.06584589979871525,-0.056000287184061026,0.6339339234199701
CAR_0_p5,C(event_type_final)[T.negative_contract_crisis],-0.05308197980010714,0.026528594016241063,-2.000934530024842,0.04539944579937489,79,0.06584589979871525,-0.056000287184061026,0.6339339234199701
CAR_0_p5,C(event_type_final)[T.dating],0.001807019223584716,0.014144219051875873,0.12775673347232702,0.8983414910827123,79,0.06584589979871525,-0.056000287184061026,0.6339339234199701
CAR_0_p5,C(event_type_final)[T.artist_transition],0.006936285466853119,0.06825684290320266,0.10162036759727812,0.919058012135511,79,0.06584589979871525,-0.056000287184061026,0.6339339234199701
CAR_0_p5,log_market_cap_c,-0.001242137827007515,0.007589906976910694,-0.16365652843786235,0.870001541314679,79,0.06584589979871525,-0.056000287184061026,0.6339339234199701
CAR_0_p5,log_youtube_channel_subscribers_c,-0.009485175218557698,0.007240433797529583,-1.310028581684431,0.19018616677280542,79,0.06584589979871525,-0.056000287184061026,0.6339339234199701
CAR_m5_p5,Intercept,-0.004633193228473704,0.013563912670729712,-0.34158235466023884,0.7326652182509796,79,0.16871730800650697,0.06028913078996445,0.3332459702467729
CAR_m5_p5,C(event_type_final)[T.positive_comeback],-0.02473901462776247,0.026096650512840713,-0.9479766231145171,0.3431413551175987,79,0.16871730800650697,0.06028913078996445,0.3332459702467729
CAR_m5_p5,C(event_type_final)[T.positive_concert],0.004477406890541604,0.0224049447188025,0.199840122202315,0.8416056212097912,79,0.16871730800650697,0.06028913078996445,0.3332459702467729
CAR_m5_p5,C(event_type_final)[T.positive_resolution],0.024636083991935717,0.058099161508503555,0.4240351039890638,0.6715402123770958,79,0.16871730800650697,0.06028913078996445,0.3332459702467729
CAR_m5_p5,C(event_type_final)[T.negative_PR_crisis],0.01128749386252165,0.0331202344573852,0.3408035615522265,0.7332514690787049,79,0.16871730800650697,0.06028913078996445,0.3332459702467729
CAR_m5_p5,C(event_type_final)[T.negative_contract_crisis],-0.10142212247969476,0.05376282180583317,-1.8864731997510338,0.059231216589039,79,0.16871730800650697,0.06028913078996445,0.3332459702467729
CAR_m5_p5,C(event_type_final)[T.dating],-0.06339235978111492,0.04561432914581851,-1.3897466205951234,0.16460583250112992,79,0.16871730800650697,0.06028913078996445,0.3332459702467729
CAR_m5_p5,C(event_type_final)[T.artist_transition],0.021220494469435962,0.11432128876721018,0.1856215469425539,0.8527415552000206,79,0.16871730800650697,0.06028913078996445,0.3332459702467729
