DV,term,coef,std_err,t_value,p_value,nobs,r2,adj_r2,model_p_value
CAR_m1_p1,Intercept,0.004151449532948647,0.006266892679400429,0.662441459480335,0.5076883405715871,165,0.17122831318273102,0.12310608620624441,0.008478214966885042
CAR_m1_p1,C(event_type_final)[T.positive_comeback],0.007845774158479217,0.013018865823961778,0.6026465181044216,0.5467438672815994,165,0.17122831318273102,0.12310608620624441,0.008478214966885042
CAR_m1_p1,C(event_type_final)[T.positive_concert],0.001717621638534371,0.008108061028397735,0.21184123214151443,0.8322308998594696,165,0.17122831318273102,0.12310608620624441,0.008478214966885042
CAR_m1_p1,C(event_type_final)[T.positive_resolution],0.048756067964791955,0.025411073244142386,1.9186937716623567,0.055023100213017775,165,0.17122831318273102,0.12310608620624441,0.008478214966885042
CAR_m1_p1,C(event_type_final)[T.negative_PR_crisis],-0.005491406164978155,0.011244227473822,-0.48837558451773155,0.6252838325060166,165,0.17122831318273102,0.12310608620624441,0.008478214966885042
CAR_m1_p1,C(event_type_final)[T.negative_contract_crisis],-0.05301608816364017,0.017294596924929382,-3.06547116384192,0.002173273331840743,165,0.17122831318273102,0.12310608620624441,0.008478214966885042
CAR_m1_p1,C(event_type_final)[T.dating],-0.013398936624566716,0.010771368963624418,-1.243939992197441,0.21352164911989702,165,0.17122831318273102,0.12310608620624441,0.008478214966885042
CAR_m1_p1,C(event_type_final)[T.artist_transition],-0.03717610952660003,0.033424306828264104,-1.1122477338905754,0.26603164937348966,165,0.17122831318273102,0.12310608620624441,0.008478214966885042
CAR_m1_p1,log_market_cap_c,0.0007412086357251859,0.00485152711864354,0.15277841751659088,0.8785730182332535,165,0.17122831318273102,0.12310608620624441,0.008478214966885042
CAR_m1_p1,log_spotify_monthly_listeners_c,-0.007987614379588172,0.0057216500215677485,-1.3960333731491572,0.1627044455880099,165,0.17122831318273102,0.12310608620624441,0.008478214966885042
