date,company,ticker,open,high,low,close,adj_close,volume,daily_return,peer_avg_return,abnormal_return
2021-03-30,JYP,035900.KQ,34950.0,35750.0,34700.0,35600.0,34209.99609375,318517,0.0215207617735899,0.009218937879220533,0.012301823894369367
2021-03-31,JYP,035900.KQ,35550.0,36200.0,35100.0,35600.0,34209.99609375,309757,0.0,-0.0028182811456397335,0.0028182811456397335
2021-04-01,JYP,035900.KQ,35650.0,35700.0,34550.0,34700.0,33345.13671875,511779,-0.0252808966312043,0.0040724210562607,-0.029353317687465002
2021-04-02,JYP,035900.KQ,34750.0,35150.0,34550.0,34900.0,33537.328125,278205,0.0057637012518809,0.0031647818055875,0.0025989194462934
2021-04-05,JYP,035900.KQ,34900.0,35100.0,34500.0,34550.0,33200.9921875,286915,-0.0100287040233619,0.011448380240982466,-0.021477084264344366
2021-04-06,JYP,035900.KQ,34600.0,34700.0,34200.0,34400.0,33056.8515625,290748,-0.0043414553452492,0.018120329574620567,-0.02246178491986977
2021-04-07,JYP,035900.KQ,34600.0,35900.0,34300.0,35000.0,33633.421875,576216,0.0174417793966219,0.031732061897932234,-0.014290282501310335
2021-04-08,JYP,035900.KQ,35400.0,35500.0,34800.0,34950.0,33585.37890625,295998,-0.0014284294036019,-0.0146697967260524,0.013241367322450499
2021-04-09,JYP,035900.KQ,35000.0,35100.0,34050.0,34300.0,32960.7578125,529463,-0.0185980064567251,-0.0190161215411647,0.0004181150844396013
2021-04-12,JYP,035900.KQ,34450.0,34450.0,33900.0,34050.0,32720.515625,411895,-0.0072887337380601,-0.0067359754574184,-0.0005527582806417004
2021-04-13,JYP,035900.KQ,33900.0,34200.0,33800.0,34200.0,32864.66015625,272240,0.0044053257870992,0.0011086073008168332,0.0032967184862823665
2021-04-14,JYP,035900.KQ,33900.0,34100.0,33800.0,33950.0,32624.41796875,327811,-0.0073100463037745,-0.024472282639280866,0.017162236335506367
2021-04-15,JYP,035900.KQ,34000.0,34250.0,33850.0,34100.0,32768.5625,250118,0.0044183020027537,0.02158067633643743,-0.01716237433368373
2021-04-16,JYP,035900.KQ,34100.0,34800.0,34100.0,34800.0,33441.234375,484837,0.0205279641119442,0.006900329422136034,0.013627634689808165
2021-04-19,JYP,035900.KQ,34800.0,34800.0,34200.0,34350.0,33008.80078125,341022,-0.012931149278188,-0.015477770393723765,0.0025466211155357656
2021-04-20,JYP,035900.KQ,34350.0,34600.0,34150.0,34500.0,33152.9453125,226884,0.0043668515013692,0.0025440231832598334,0.0018228283181093668
2021-04-21,JYP,035900.KQ,34300.0,34300.0,33750.0,33850.0,32528.32421875,429752,-0.0188405913218966,-0.010096482315362733,-0.008744109006533867
2021-04-22,JYP,035900.KQ,34100.0,34350.0,33950.0,34150.0,32816.61328125,207036,0.0088627087138359,0.018280861437989366,-0.009418152724153465
2021-04-23,JYP,035900.KQ,34050.0,34050.0,33700.0,33800.0,32480.275390625,241592,-0.0102490128320819,-0.0034447730597889654,-0.006804239772292935
2021-04-26,JYP,035900.KQ,33950.0,34050.0,33700.0,33800.0,32480.275390625,194767,0.0,0.008952833986742067,-0.008952833986742067
2021-04-27,JYP,035900.KQ,33750.0,34000.0,33700.0,33950.0,32624.41796875,207850,0.0044378496300128,-0.0015076981880882666,0.005945547818101067
2021-04-28,JYP,035900.KQ,33950.0,34000.0,33300.0,33350.0,32047.845703125,288469,-0.0176730284101093,-0.02572912383356313,0.00805609542345383
2021-04-29,JYP,035900.KQ,33600.0,33750.0,33000.0,33350.0,32047.845703125,198668,0.0,-0.0071482253083873,0.0071482253083873
2021-04-30,JYP,035900.KQ,33400.0,33500.0,32500.0,32900.0,31615.41796875,356831,-0.0134931919724274,-0.0068140650693440325,-0.006679126903083368
2021-05-03,JYP,035900.KQ,32800.0,33150.0,31150.0,31500.0,30270.080078125,746714,-0.0425532217209586,-0.017743710581504864,-0.024809511139453736
2021-05-04,JYP,035900.KQ,31200.0,31700.0,30300.0,31550.0,30318.12890625,609705,0.001587337331153,0.0010254412931657998,0.0005618960379872003
2021-05-06,JYP,035900.KQ,31200.0,31450.0,30600.0,30950.0,29741.556640625,582659,-0.0190174092671708,0.0182327049055898,-0.0372501141727606
2021-05-07,JYP,035900.KQ,30950.0,33150.0,30900.0,33050.0,31759.560546875,783825,0.0678513209861229,0.0348874832372032,0.0329638377489197
2021-05-10,JYP,035900.KQ,33200.0,34050.0,32950.0,34000.0,32672.46875,524690,0.0287443587822195,0.0141708156069388,0.0145735431752807
2021-05-11,JYP,035900.KQ,33500.0,33550.0,32850.0,33050.0,31759.560546875,354275,-0.0279412067116905,-0.012251188595522133,-0.015690018116168367
2021-05-12,JYP,035900.KQ,33250.0,34000.0,32750.0,33900.0,32576.375,602064,0.0257186950656775,0.0036792292194577684,0.022039465846219734
2021-05-13,JYP,035900.KQ,33150.0,34100.0,32850.0,33450.0,32143.943359375,472059,-0.0132743941161347,-0.007651213241179032,-0.005623180874955667
2021-05-14,JYP,035900.KQ,33750.0,36500.0,33650.0,35900.0,34498.28125,2127257,0.0732435925581092,0.030600931546201332,0.04264266101190786
2021-05-17,JYP,035900.KQ,36200.0,38000.0,35600.0,37650.0,36179.953125,3014488,0.0487465408149863,0.040551202392691395,0.008195338422294904
2021-05-18,JYP,035900.KQ,37650.0,38450.0,37300.0,38250.0,36756.52734375,1477008,0.0159362898221002,0.0471285253976357,-0.0311922355755355
2021-05-20,JYP,035900.KQ,37950.0,38500.0,37350.0,38200.0,36708.48046875,824705,-0.0013071657871991,0.020006287282132,-0.0213134530693311
2021-05-21,JYP,035900.KQ,37950.0,38550.0,37000.0,37050.0,35603.3828125,883571,-0.0301046963028276,0.00015020500041213378,-0.030254901303239733
2021-05-24,JYP,035900.KQ,37000.0,37700.0,36700.0,36950.0,35507.28125,784225,-0.0026992256046596,0.011029542711678234,-0.013728768316337833
2021-05-25,JYP,035900.KQ,37450.0,39000.0,37250.0,38650.0,37140.91015625,1199877,0.0460082791117666,0.024273619516893604,0.021734659594872998
2021-05-26,JYP,035900.KQ,38850.0,39000.0,37700.0,38600.0,37092.86328125,688127,-0.0012936375225558,-0.00543230067077,0.0041386631482141995
2021-05-27,JYP,035900.KQ,38850.0,39050.0,37700.0,39000.0,37477.24609375,719829,0.0103627161264281,-0.002810763701664933,0.013173479828093033
2021-05-28,JYP,035900.KQ,39000.0,39000.0,38000.0,38250.0,36756.52734375,520079,-0.0192308353766739,0.0052426256791266,-0.024473461055800498
2021-05-31,JYP,035900.KQ,38400.0,40500.0,38000.0,39600.0,38053.81640625,1665267,0.0352941138962243,0.023036355427602236,0.012257758468622062
2021-06-01,JYP,035900.KQ,39850.0,39900.0,38750.0,39650.0,38101.8671875,677980,0.0012627059724319,-0.0004547695258471333,0.0017174754982790333
2021-06-02,JYP,035900.KQ,39650.0,39750.0,38750.0,38800.0,37285.0546875,491573,-0.0214375976899098,0.0046001749059680335,-0.026037772595877834
2021-06-03,JYP,035900.KQ,38950.0,40200.0,38750.0,39400.0,37861.62890625,667047,0.0154639499279936,0.023187986729059733,-0.007724036801066134
2021-06-04,JYP,035900.KQ,39350.0,39600.0,37900.0,38650.0,37140.91015625,527736,-0.0190355980664378,-0.030685477402577137,0.011649879336139337
2021-06-07,JYP,035900.KQ,39100.0,40400.0,39100.0,39450.0,37909.671875,557026,0.0206985158822403,0.0168033720193705,0.0038951438628698
2021-06-08,JYP,035900.KQ,39100.0,39750.0,38950.0,39500.0,37957.72265625,340565,0.0012675071788654,-0.0331555106891452,0.0344230178680106
2021-06-09,JYP,035900.KQ,39250.0,39950.0,38800.0,38950.0,37429.19921875,410011,-0.0139240028251003,0.006696518426609733,-0.020620521251710034
2021-06-10,JYP,035900.KQ,39000.0,39650.0,38600.0,38900.0,37381.14453125,386569,-0.0012838823299197,0.013638542347830433,-0.014922424677750132
2021-06-11,JYP,035900.KQ,38950.0,40150.0,38900.0,39950.0,38390.15234375,575913,0.0269924269348276,0.03998123680425116,-0.012988809869423561
2021-06-14,JYP,035900.KQ,40400.0,41850.0,40150.0,40850.0,39255.00390625,967535,0.0225279533864835,0.0083206943045164,0.014207259081967101
2021-06-15,JYP,035900.KQ,41050.0,42250.0,40700.0,41300.0,39687.4375,999850,0.0110160119913056,0.04705198510385387,-0.03603597311254827
2021-06-16,JYP,035900.KQ,41300.0,41500.0,40200.0,40300.0,38726.484375,585151,-0.0242130302567405,0.007982921087256867,-0.032195951343997366
2021-06-17,JYP,035900.KQ,39900.0,40950.0,39600.0,40800.0,39206.96484375,527508,0.0124070252310373,0.03537918650835633,-0.022972161277319027
2021-06-18,JYP,035900.KQ,41100.0,43400.0,41050.0,42950.0,41273.015625,1637073,0.0526960143302026,0.023573326910695164,0.029122687419507437
2021-06-21,JYP,035900.KQ,42500.0,43500.0,42250.0,43050.0,41369.11328125,644465,0.0023283410430468,-0.02661434012622033,0.02894268116926713
2021-06-22,JYP,035900.KQ,43800.0,44900.0,41900.0,42150.0,40504.25,910557,-0.0209060144792125,0.018447001289594034,-0.03935301576880654
2021-06-23,JYP,035900.KQ,42200.0,44200.0,41600.0,42900.0,41224.97265625,1145979,0.017793753896196,0.027207756698203935,-0.009414002802007937
2021-06-24,JYP,035900.KQ,43000.0,43050.0,41650.0,42150.0,40504.25,454305,-0.0174826715413414,-0.0013245205260693004,-0.0161581510152721
2021-06-25,JYP,035900.KQ,42000.0,42150.0,40000.0,40200.0,38630.38671875,892116,-0.0462633743681218,-0.04209599912202127,-0.00416737524610053
2021-06-28,JYP,035900.KQ,40100.0,40300.0,39400.0,39950.0,38390.15234375,502771,-0.006218792909039,0.00010074423973406635,-0.006319537148773067
2021-06-29,JYP,035900.KQ,39950.0,40250.0,39200.0,39750.0,38197.9609375,549942,-0.0050062683921933,0.00023076136835813166,-0.0052370297605514315
2021-06-30,JYP,035900.KQ,39800.0,40600.0,39700.0,40500.0,38918.67578125,443636,0.0188678878678691,0.007075651406305168,0.01179223646156393
2021-07-01,JYP,035900.KQ,40500.0,40900.0,40100.0,40750.0,39158.9140625,1298971,0.0061728277344355,0.014816626466139798,-0.008643798731704299
2021-07-02,JYP,035900.KQ,41900.0,41950.0,38950.0,40100.0,38534.29296875,1547696,-0.0159509299147843,0.009817516423899733,-0.025768446338684033
2021-07-05,JYP,035900.KQ,40450.0,41200.0,40100.0,40750.0,39158.9140625,666903,0.0162094862946244,0.0143736031595873,0.0018358831350370995
2021-07-06,JYP,035900.KQ,40200.0,40750.0,39800.0,40100.0,38534.29296875,430892,-0.0159509299147843,-0.009697910670251733,-0.006253019244532566
2021-07-07,JYP,035900.KQ,40100.0,40150.0,39000.0,39100.0,37573.34375,528911,-0.0249375074697567,-0.0172184959446408,-0.0077190115251159
2021-07-08,JYP,035900.KQ,39500.0,39650.0,38300.0,39000.0,37477.24609375,443342,-0.0025576019235711,-0.01572524941860533,0.013167647495034232
2021-07-09,JYP,035900.KQ,38300.0,38800.0,37750.0,38650.0,37140.91015625,513881,-0.0089744037397692,0.016019700978201403,-0.024994104717970603
2021-07-12,JYP,035900.KQ,38850.0,39400.0,38200.0,39150.0,37621.38671875,327743,0.0129365855731229,0.016901640206829133,-0.003965054633706232
2021-07-13,JYP,035900.KQ,39250.0,41050.0,39150.0,39950.0,38390.15234375,882981,0.0204342713560012,0.04275790137838256,-0.02232363002238136
2021-07-14,JYP,035900.KQ,40050.0,41200.0,39950.0,40700.0,39110.86328125,652753,0.0187733284058544,0.021981591412673196,-0.003208263006818795
2021-07-15,JYP,035900.KQ,41000.0,41250.0,40100.0,40300.0,38726.484375,406506,-0.0098279320373445,-0.0027693156918497334,-0.007058616345494767
2021-07-16,JYP,035900.KQ,40300.0,40800.0,39900.0,40250.0,38678.43359375,425612,-0.0012407731304683,0.0030243335208687007,-0.004265106651337001
2021-07-19,JYP,035900.KQ,40000.0,40050.0,39300.0,39850.0,38294.05859375,353624,-0.0099377085441771,-0.013236284321195368,0.003298575777018269
2021-07-20,JYP,035900.KQ,39200.0,40150.0,39200.0,39600.0,38053.81640625,280940,-0.0062736151852864,-0.0310948173628651,0.0248212021775787
2021-07-21,JYP,035900.KQ,39900.0,40950.0,39750.0,40150.0,38582.33984375,483653,0.0138888418406621,0.003493635956981,0.0103952058836811
2021-07-22,JYP,035900.KQ,40550.0,40950.0,40250.0,40550.0,38966.72265625,393921,0.0099626620380377,0.010845968347475234,-0.0008833063094375333
2021-07-23,JYP,035900.KQ,40850.0,42100.0,40250.0,41850.0,40215.96484375,636567,0.0320592059671107,0.0088402172598413,0.0232189887072694
2021-07-26,JYP,035900.KQ,42400.0,43800.0,41900.0,42350.0,40696.4453125,986606,0.0119475056887681,-0.0010462744231793004,0.012993780111947401
2021-07-27,JYP,035900.KQ,42600.0,42800.0,40600.0,40600.0,39014.76953125,557060,-0.0413224243133949,-0.020261297816763866,-0.02106112649663103
2021-07-28,JYP,035900.KQ,40600.0,41150.0,39950.0,40250.0,38678.43359375,351257,-0.0086207336744768,-0.008460049970157132,-0.00016068370431966683
2021-07-29,JYP,035900.KQ,40250.0,41000.0,40000.0,40500.0,38918.67578125,226916,0.0062112698260567,0.0018006641653216336,0.004410605660735066
2021-07-30,JYP,035900.KQ,40500.0,40500.0,39600.0,40000.0,38438.203125,367430,-0.0123455550993202,-0.0332247432120045,0.0208791881126843
2021-08-02,JYP,035900.KQ,40000.0,40400.0,39550.0,40000.0,38438.203125,182025,0.0,0.020018696681008166,-0.020018696681008166
2021-08-03,JYP,035900.KQ,40250.0,40300.0,38900.0,39450.0,37909.671875,426738,-0.0137501549768398,0.004860538083785,-0.0186106930606248
2021-08-04,JYP,035900.KQ,39650.0,41200.0,39450.0,40750.0,39158.9140625,679397,0.032953125830768,0.06737310955305655,-0.03441998372228854
2021-08-05,JYP,035900.KQ,41000.0,41750.0,40550.0,41300.0,39687.4375,487996,0.0134968869835472,-0.012305980216889034,0.025802867200436234
2021-08-06,JYP,035900.KQ,41200.0,44250.0,40800.0,43800.0,42089.828125,1494434,0.060532772492555,0.0290367792875831,0.0314959932049719
2021-08-09,JYP,035900.KQ,44000.0,46200.0,43400.0,44600.0,42858.58984375,1463199,0.0182647863627978,0.0036575783397509005,0.0146072080230469
2021-08-10,JYP,035900.KQ,44800.0,45750.0,43850.0,43900.0,42185.92578125,521383,-0.0156949648822403,-0.012974169326122734,-0.0027207955561175667
2021-08-11,JYP,035900.KQ,44150.0,45950.0,43450.0,43600.0,41897.640625,688210,-0.006833680923464,-0.014605224095248765,0.007771543171784766
2021-08-12,JYP,035900.KQ,43450.0,45550.0,42300.0,45450.0,43675.40625,964214,0.0424311631509679,0.033629975213937964,0.008801187937029935
2021-08-13,JYP,035900.KQ,45400.0,45550.0,43200.0,44600.0,42858.58984375,653559,-0.0187019761550586,-0.014537843680610299,-0.004164132474448301
2021-08-17,JYP,035900.KQ,44800.0,45400.0,42600.0,43400.0,41705.4453125,737004,-0.0269057973081716,-0.026893616218663038,-1.2181089508563753e-05
2021-08-18,JYP,035900.KQ,41750.0,43900.0,40800.0,42250.0,40600.3515625,1708132,-0.0264975890251142,0.025345146891185402,-0.05184273591629961
2021-08-19,JYP,035900.KQ,42000.0,42050.0,40250.0,40300.0,38726.484375,1017126,-0.0461539645688874,-0.025899478310244865,-0.020254486258642537
2021-08-20,JYP,035900.KQ,40300.0,40700.0,38250.0,38800.0,37285.0546875,857255,-0.0372207730901211,-0.044816229199704904,0.007595456109583808
2021-08-23,JYP,035900.KQ,39550.0,40950.0,39200.0,40800.0,39206.96484375,573354,0.0515463949927994,0.051155652505991904,0.00039074248680749657
2021-08-24,JYP,035900.KQ,41450.0,43400.0,40700.0,42950.0,41273.015625,1053517,0.0526960143302026,0.03996236324665547,0.012733651083547133
2021-08-25,JYP,035900.KQ,44000.0,44650.0,43150.0,43900.0,42185.92578125,766911,0.0221188140102133,-0.0009681804200971337,0.023086994430310433
2021-08-26,JYP,035900.KQ,44300.0,45200.0,43800.0,44850.0,43098.828125,781590,0.0216399741582948,0.014113475715340168,0.0075264984429546326
2021-08-27,JYP,035900.KQ,44500.0,45000.0,42900.0,43800.0,42089.828125,622935,-0.0234113093997262,-0.013086767445397766,-0.010324541954328435
2021-08-30,JYP,035900.KQ,43650.0,43850.0,41250.0,42300.0,40648.39453125,803222,-0.0342466020405018,-0.014648879151881034,-0.019597722888620765
2021-08-31,JYP,035900.KQ,41950.0,43300.0,41750.0,42650.0,40984.7265625,346941,0.0082741774952865,0.005494174343030934,0.0027800031522555663
2021-09-01,JYP,035900.KQ,42500.0,43000.0,42000.0,42350.0,40696.4453125,236057,-0.0070338702775137,-0.006441902640470333,-0.0005919676370433665
2021-09-02,JYP,035900.KQ,42700.0,42900.0,41300.0,41300.0,39687.4375,332886,-0.024793512179062,-0.023471632561833298,-0.0013218796172287037
2021-09-03,JYP,035900.KQ,41500.0,41550.0,40100.0,40650.0,39062.8203125,830737,-0.0157384106116702,-0.014357651663469568,-0.0013807589482006302
2021-09-06,JYP,035900.KQ,40800.0,40850.0,39800.0,40700.0,39110.86328125,327093,0.0012298899149028,0.008113193824071866,-0.006883303909169066
2021-09-07,JYP,035900.KQ,40950.0,42150.0,40100.0,41400.0,39783.53515625,598215,0.017199105787125,0.017997623831461935,-0.000798518044336935
2021-09-08,JYP,035900.KQ,41200.0,41250.0,40050.0,40100.0,38534.29296875,513084,-0.0314009849198568,-0.04316780346076946,0.01176681854091266
2021-09-09,JYP,035900.KQ,40000.0,40550.0,39500.0,40100.0,38534.29296875,511563,0.0,-0.0064069443164608665,0.0064069443164608665
2021-09-10,JYP,035900.KQ,40100.0,40600.0,38750.0,39800.0,38246.0078125,660357,-0.0074812623780016,-0.014470134704846668,0.006988872326845068
2021-09-13,JYP,035900.KQ,39350.0,40150.0,39350.0,39500.0,37957.72265625,421274,-0.0075376535418627,-0.0196099021959074,0.012072248654044701
2021-09-14,JYP,035900.KQ,39700.0,40450.0,39550.0,40250.0,38678.43359375,288963,0.018987201735648,0.03491860856582147,-0.01593140683017347
2021-09-15,JYP,035900.KQ,40300.0,40500.0,39900.0,40050.0,38486.24609375,229416,-0.0049688542720885,0.002668242310944267,-0.007637096583032767
2021-09-16,JYP,035900.KQ,40500.0,40900.0,39600.0,39700.0,38149.9140625,275142,-0.0087390188804259,-0.0032572375807427335,-0.005481781299683167
2021-09-17,JYP,035900.KQ,39750.0,40300.0,39450.0,40150.0,38582.33984375,288517,0.0113349083969511,0.0005135926880489666,0.010821315708902133
2021-09-23,JYP,035900.KQ,39650.0,40050.0,39200.0,39750.0,38197.9609375,245822,-0.0099625607935301,-0.018143618748868332,0.008181057955338232
