DV,term,coef,std_err,t_value,p_value,nobs,r2,adj_r2,model_p_value
AR_0,Intercept,-0.0005403309846187778,0.004256299848107746,-0.1269485242819527,0.898981140472977,165,0.1209880878298677,0.06994868647805352,0.15695391874386216
AR_0,C(event_type_final)[T.positive_comeback],0.001972936730013943,0.007689572897807502,0.2565729925749815,0.7975084260075287,165,0.1209880878298677,0.06994868647805352,0.15695391874386216
AR_0,C(event_type_final)[T.positive_concert],0.0027025422283687987,0.004961995145210726,0.5446483015964393,0.5859954276624569,165,0.1209880878298677,0.06994868647805352,0.15695391874386216
AR_0,C(event_type_final)[T.positive_resolution],0.03606667089748227,0.028737637383889635,1.2550325698556313,0.20946693677538042,165,0.1209880878298677,0.06994868647805352,0.15695391874386216
AR_0,C(event_type_final)[T.negative_PR_crisis],0.0032015869816871493,0.0074712345450107355,0.4285218142194663,0.6682712551483839,165,0.1209880878298677,0.06994868647805352,0.15695391874386216
AR_0,C(event_type_final)[T.negative_contract_crisis],-0.026905603417356407,0.015069047842632136,-1.785487955067555,0.07418220334680768,165,0.1209880878298677,0.06994868647805352,0.15695391874386216
AR_0,C(event_type_final)[T.dating],0.0009229083002522299,0.006115294083579333,0.1509180568650664,0.8800403563149843,165,0.1209880878298677,0.06994868647805352,0.15695391874386216
AR_0,C(event_type_final)[T.artist_transition],-0.004022829254870955,0.010634768089911727,-0.3782714602575172,0.7052289444685378,165,0.1209880878298677,0.06994868647805352,0.15695391874386216
AR_0,log_market_cap_c,-0.001497006258011352,0.0028384269705458084,-0.5274070016758222,0.5979109823406844,165,0.1209880878298677,0.06994868647805352,0.15695391874386216
AR_0,log_youtube_channel_subscribers_c,-0.0044964581898827675,0.0029963158608643835,-1.5006622795053455,0.1334429340360291,165,0.1209880878298677,0.06994868647805352,0.15695391874386216
CAR_m1_p1,Intercept,0.005555654292000529,0.006336307738270987,0.8767967910467243,0.380597022385631,165,0.1845895723772999,0.13724316045082052,0.004124454771647802
CAR_m1_p1,C(event_type_final)[T.positive_comeback],0.000795902800265561,0.012670399156449156,0.06281592161683804,0.9499130872906401,165,0.1845895723772999,0.13724316045082052,0.004124454771647802
CAR_m1_p1,C(event_type_final)[T.positive_concert],0.003914018762381415,0.007891601130159905,0.4959727053896484,0.6199136683698643,165,0.1845895723772999,0.13724316045082052,0.004124454771647802
CAR_m1_p1,C(event_type_final)[T.positive_resolution],0.05097764254664663,0.02584721646799593,1.9722681786554168,0.048579000226611956,165,0.1845895723772999,0.13724316045082052,0.004124454771647802
CAR_m1_p1,C(event_type_final)[T.negative_PR_crisis],-0.009215564311051748,0.011293720576503633,-0.8159901113743288,0.4145057914466569,165,0.1845895723772999,0.13724316045082052,0.004124454771647802
CAR_m1_p1,C(event_type_final)[T.negative_contract_crisis],-0.05899641074335822,0.017376202324033772,-3.3952419316479614,0.0006856798141783451,165,0.1845895723772999,0.13724316045082052,0.004124454771647802
CAR_m1_p1,C(event_type_final)[T.dating],-0.01878579308830276,0.01109011930887962,-1.6939216400730133,0.09028017423412402,165,0.1845895723772999,0.13724316045082052,0.004124454771647802
CAR_m1_p1,C(event_type_final)[T.artist_transition],-0.0352677006963641,0.03276088186088867,-1.0765186616807214,0.2816953593845265,165,0.1845895723772999,0.13724316045082052,0.004124454771647802
CAR_m1_p1,log_market_cap_c,-0.0018967514572245908,0.005106550359740263,-0.37143498518656853,0.7103135719200291,165,0.1845895723772999,0.13724316045082052,0.004124454771647802
