date,company,ticker,open,high,low,close,adj_close,volume,daily_return,peer_avg_return,abnormal_return,event_id,event_day,event0_date,group,member,event_category,event_subtype,event_title_en,start_date,peak_date,end_date,sentiment_expected,severity_score,duration_days,source_level,event_type_final
2021-08-12,JYP,035900.KQ,43450.0,45550.0,42300.0,45450.0,43675.40625,964214,0.0424311631509679,0.033629975213937964,0.008801187937029935,TWICE_20210818_JEONGYEON_HIATUS,-3,2021-08-18,TWICE,Jeongyeon,PR_crisis,health_hiatus,Jeongyeon takes hiatus due to panic and anxiety disorder,2021-08-18,2021-08-18,2021-09-01,negative,3.0,15,B_korean_news,negative_PR_crisis
2021-08-13,JYP,035900.KQ,45400.0,45550.0,43200.0,44600.0,42858.58984375,653559,-0.0187019761550586,-0.014537843680610299,-0.004164132474448301,TWICE_20210818_JEONGYEON_HIATUS,-2,2021-08-18,TWICE,Jeongyeon,PR_crisis,health_hiatus,Jeongyeon takes hiatus due to panic and anxiety disorder,2021-08-18,2021-08-18,2021-09-01,negative,3.0,15,B_korean_news,negative_PR_crisis
2021-08-17,JYP,035900.KQ,44800.0,45400.0,42600.0,43400.0,41705.4453125,737004,-0.0269057973081716,-0.026893616218663038,-1.2181089508563753e-05,TWICE_20210818_JEONGYEON_HIATUS,-1,2021-08-18,TWICE,Jeongyeon,PR_crisis,health_hiatus,Jeongyeon takes hiatus due to panic and anxiety disorder,2021-08-18,2021-08-18,2021-09-01,negative,3.0,15,B_korean_news,negative_PR_crisis
2021-08-18,JYP,035900.KQ,41750.0,43900.0,40800.0,42250.0,40600.3515625,1708132,-0.0264975890251142,0.025345146891185402,-0.05184273591629961,TWICE_20210818_JEONGYEON_HIATUS,0,2021-08-18,TWICE,Jeongyeon,PR_crisis,health_hiatus,Jeongyeon takes hiatus due to panic and anxiety disorder,2021-08-18,2021-08-18,2021-09-01,negative,3.0,15,B_korean_news,negative_PR_crisis
2021-08-19,JYP,035900.KQ,42000.0,42050.0,40250.0,40300.0,38726.484375,1017126,-0.0461539645688874,-0.025899478310244865,-0.020254486258642537,TWICE_20210818_JEONGYEON_HIATUS,1,2021-08-18,TWICE,Jeongyeon,PR_crisis,health_hiatus,Jeongyeon takes hiatus due to panic and anxiety disorder,2021-08-18,2021-08-18,2021-09-01,negative,3.0,15,B_korean_news,negative_PR_crisis
2021-08-20,JYP,035900.KQ,40300.0,40700.0,38250.0,38800.0,37285.0546875,857255,-0.0372207730901211,-0.044816229199704904,0.007595456109583808,TWICE_20210818_JEONGYEON_HIATUS,2,2021-08-18,TWICE,Jeongyeon,PR_crisis,health_hiatus,Jeongyeon takes hiatus due to panic and anxiety disorder,2021-08-18,2021-08-18,2021-09-01,negative,3.0,15,B_korean_news,negative_PR_crisis
2021-08-23,JYP,035900.KQ,39550.0,40950.0,39200.0,40800.0,39206.96484375,573354,0.0515463949927994,0.051155652505991904,0.00039074248680749657,TWICE_20210818_JEONGYEON_HIATUS,3,2021-08-18,TWICE,Jeongyeon,PR_crisis,health_hiatus,Jeongyeon takes hiatus due to panic and anxiety disorder,2021-08-18,2021-08-18,2021-09-01,negative,3.0,15,B_korean_news,negative_PR_crisis
2021-08-24,JYP,035900.KQ,41450.0,43400.0,40700.0,42950.0,41273.015625,1053517,0.0526960143302026,0.03996236324665547,0.012733651083547133,TWICE_20210818_JEONGYEON_HIATUS,4,2021-08-18,TWICE,Jeongyeon,PR_crisis,health_hiatus,Jeongyeon takes hiatus due to panic and anxiety disorder,2021-08-18,2021-08-18,2021-09-01,negative,3.0,15,B_korean_news,negative_PR_crisis
2021-08-25,JYP,035900.KQ,44000.0,44650.0,43150.0,43900.0,42185.92578125,766911,0.0221188140102133,-0.0009681804200971337,0.023086994430310433,TWICE_20210818_JEONGYEON_HIATUS,5,2021-08-18,TWICE,Jeongyeon,PR_crisis,health_hiatus,Jeongyeon takes hiatus due to panic and anxiety disorder,2021-08-18,2021-08-18,2021-09-01,negative,3.0,15,B_korean_news,negative_PR_crisis
2021-08-26,JYP,035900.KQ,44300.0,45200.0,43800.0,44850.0,43098.828125,781590,0.0216399741582948,0.014113475715340168,0.0075264984429546326,TWICE_20210818_JEONGYEON_HIATUS,6,2021-08-18,TWICE,Jeongyeon,PR_crisis,health_hiatus,Jeongyeon takes hiatus due to panic and anxiety disorder,2021-08-18,2021-08-18,2021-09-01,negative,3.0,15,B_korean_news,negative_PR_crisis
2021-08-27,JYP,035900.KQ,44500.0,45000.0,42900.0,43800.0,42089.828125,622935,-0.0234113093997262,-0.013086767445397766,-0.010324541954328435,TWICE_20210818_JEONGYEON_HIATUS,7,2021-08-18,TWICE,Jeongyeon,PR_crisis,health_hiatus,Jeongyeon takes hiatus due to panic and anxiety disorder,2021-08-18,2021-08-18,2021-09-01,negative,3.0,15,B_korean_news,negative_PR_crisis
2021-08-30,JYP,035900.KQ,43650.0,43850.0,41250.0,42300.0,40648.39453125,803222,-0.0342466020405018,-0.014648879151881034,-0.019597722888620765,TWICE_20210818_JEONGYEON_HIATUS,8,2021-08-18,TWICE,Jeongyeon,PR_crisis,health_hiatus,Jeongyeon takes hiatus due to panic and anxiety disorder,2021-08-18,2021-08-18,2021-09-01,negative,3.0,15,B_korean_news,negative_PR_crisis
2021-08-31,JYP,035900.KQ,41950.0,43300.0,41750.0,42650.0,40984.7265625,346941,0.0082741774952865,0.005494174343030934,0.0027800031522555663,TWICE_20210818_JEONGYEON_HIATUS,9,2021-08-18,TWICE,Jeongyeon,PR_crisis,health_hiatus,Jeongyeon takes hiatus due to panic and anxiety disorder,2021-08-18,2021-08-18,2021-09-01,negative,3.0,15,B_korean_news,negative_PR_crisis
2021-09-01,JYP,035900.KQ,42500.0,43000.0,42000.0,42350.0,40696.4453125,236057,-0.0070338702775137,-0.006441902640470333,-0.0005919676370433665,TWICE_20210818_JEONGYEON_HIATUS,10,2021-08-18,TWICE,Jeongyeon,PR_crisis,health_hiatus,Jeongyeon takes hiatus due to panic and anxiety disorder,2021-08-18,2021-08-18,2021-09-01,negative,3.0,15,B_korean_news,negative_PR_crisis
2022-06-10,JYP,035900.KQ,58900.0,59700.0,58400.0,58400.0,56525.56640625,248750,-0.016834996475143,-0.005334679962202934,-0.011500316512940065,TWICE_20220624_NAYEON_POP,-10,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-06-13,JYP,035900.KQ,56900.0,57400.0,56000.0,56300.0,54492.96875,401198,-0.0359589082512096,-0.06708780437201417,0.03112889612080457,TWICE_20220624_NAYEON_POP,-9,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-06-14,JYP,035900.KQ,55100.0,55500.0,52800.0,54700.0,52944.32421875,600785,-0.0284191624492838,-0.022218462907353534,-0.006200699541930265,TWICE_20220624_NAYEON_POP,-8,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-06-15,JYP,035900.KQ,53700.0,54900.0,51800.0,54300.0,52557.1640625,615320,-0.0073125903855221,-0.10905312612339309,0.101740535737871,TWICE_20220624_NAYEON_POP,-7,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-06-16,JYP,035900.KQ,55400.0,56100.0,52700.0,54800.0,53041.11328125,729079,0.0092080542659132,0.023383150555589233,-0.014175096289676033,TWICE_20220624_NAYEON_POP,-6,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-06-17,JYP,035900.KQ,53300.0,54400.0,52900.0,53800.0,52073.20703125,340224,-0.0182482265194489,-0.007830634621609434,-0.010417591897839466,TWICE_20220624_NAYEON_POP,-5,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-06-20,JYP,035900.KQ,54300.0,54600.0,52900.0,54000.0,52266.79296875,351608,0.0037175727890894,-0.007062482209926834,0.010780054999016233,TWICE_20220624_NAYEON_POP,-4,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-06-21,JYP,035900.KQ,54100.0,54400.0,53400.0,53700.0,51976.41796875,214951,-0.005555630707505,0.0016726388510299335,-0.007228269558534933,TWICE_20220624_NAYEON_POP,-3,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-06-22,JYP,035900.KQ,53700.0,54600.0,48900.0,49000.0,47427.2734375,1310638,-0.0875232405200585,-0.07166312482535676,-0.015860115694701735,TWICE_20220624_NAYEON_POP,-2,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-06-23,JYP,035900.KQ,48900.0,50700.0,47400.0,47450.0,45927.015625,688247,-0.0316328075337717,-0.031912884761313404,0.00028007722754170433,TWICE_20220624_NAYEON_POP,-1,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-06-24,JYP,035900.KQ,48600.0,51900.0,48000.0,51800.0,50137.3984375,681641,0.0916755150580286,0.0726647783421569,0.019010736715871696,TWICE_20220624_NAYEON_POP,0,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-06-27,JYP,035900.KQ,52300.0,53500.0,50900.0,52100.0,50427.76953125,401846,0.0057915069947629,0.027911819374352265,-0.022120312379589366,TWICE_20220624_NAYEON_POP,1,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-06-28,JYP,035900.KQ,52100.0,52200.0,50100.0,50600.0,48975.91796875,209585,-0.0287907154330966,-0.022542919414741864,-0.006247796018354738,TWICE_20220624_NAYEON_POP,2,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-06-29,JYP,035900.KQ,49500.0,49850.0,48300.0,49200.0,47620.85546875,380825,-0.0276679346952644,-0.008948757753477,-0.018719176941787402,TWICE_20220624_NAYEON_POP,3,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-06-30,JYP,035900.KQ,49200.0,49750.0,48050.0,48250.0,46701.34375,324577,-0.0193090130300873,-0.020628389617706234,0.0013193765876189333,TWICE_20220624_NAYEON_POP,4,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-07-01,JYP,035900.KQ,48900.0,49550.0,47900.0,48000.0,46459.37109375,325718,-0.0051812782421276,-0.02309183929000293,0.01791056104787533,TWICE_20220624_NAYEON_POP,5,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-07-04,JYP,035900.KQ,48350.0,51000.0,47950.0,49550.0,47959.6171875,557338,0.0322915712897331,0.026946711809095733,0.005344859480637364,TWICE_20220624_NAYEON_POP,6,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-07-05,JYP,035900.KQ,49750.0,51100.0,49400.0,50200.0,48588.7578125,421130,0.0131181327519849,0.030648387019618,-0.0175302542676331,TWICE_20220624_NAYEON_POP,7,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-07-06,JYP,035900.KQ,50800.0,54400.0,50000.0,51900.0,50234.1953125,1029490,0.0338645722607193,0.01988051831951373,0.013984053941205572,TWICE_20220624_NAYEON_POP,8,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-07-07,JYP,035900.KQ,52700.0,53600.0,52100.0,52600.0,50911.7265625,393279,0.0134874510437594,0.0229794752197207,-0.0094920241759613,TWICE_20220624_NAYEON_POP,9,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2022-07-08,JYP,035900.KQ,53400.0,54200.0,53000.0,53400.0,51686.046875,385157,0.015209075880572,0.0333749058635625,-0.018165829982990503,TWICE_20220624_NAYEON_POP,10,2022-06-24,TWICE,Nayeon,activity,solo_debut,Nayeon makes solo debut with Pop,2022-06-24,2022-06-24,2022-07-08,positive,4.0,15,B_korean_news,positive_activity
2023-03-09,JYP,035900.KQ,80000.0,80000.0,77600.0,78500.0,76393.765625,425733,-0.0187499560974385,-0.019390740223157035,0.0006407841257185347,TWICE_20230324_SOFI_SOLDOUT,-10,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-03-10,JYP,035900.KQ,77800.0,79800.0,77200.0,77700.0,75615.21875,281856,-0.0101912357458815,-0.006817988070275766,-0.0033732476756057348,TWICE_20230324_SOFI_SOLDOUT,-9,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-03-13,JYP,035900.KQ,74800.0,75700.0,70300.0,71100.0,69192.3046875,1150978,-0.0849420813518442,-0.08436465801235016,-0.0005774233394940376,TWICE_20230324_SOFI_SOLDOUT,-8,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-03-14,JYP,035900.KQ,72100.0,72800.0,71100.0,71500.0,69581.5703125,562632,0.0056258514116285,-0.0303113524693594,0.035937203880987895,TWICE_20230324_SOFI_SOLDOUT,-7,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-03-15,JYP,035900.KQ,72400.0,72700.0,70700.0,71700.0,69776.2109375,499599,0.0027973014136624,-0.008098360412318832,0.010895661825981232,TWICE_20230324_SOFI_SOLDOUT,-6,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-03-16,JYP,035900.KQ,71100.0,71200.0,68500.0,69800.0,67927.1953125,648855,-0.0264992266011148,-0.005209151696552232,-0.02129007490456257,TWICE_20230324_SOFI_SOLDOUT,-5,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-03-17,JYP,035900.KQ,70900.0,73600.0,69900.0,72100.0,70165.4765625,477963,0.0329511801525552,0.03021078482121797,0.0027403953313372316,TWICE_20230324_SOFI_SOLDOUT,-4,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-03-20,JYP,035900.KQ,72500.0,72800.0,69800.0,70100.0,68219.140625,461972,-0.0277392249415751,0.0070121641598898665,-0.03475138910146497,TWICE_20230324_SOFI_SOLDOUT,-3,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-03-21,JYP,035900.KQ,71000.0,71100.0,68700.0,69900.0,68024.5078125,387766,-0.0028530528340996,0.02170223471951427,-0.02455528755361387,TWICE_20230324_SOFI_SOLDOUT,-2,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-03-22,JYP,035900.KQ,70200.0,70200.0,67900.0,68300.0,66467.4375,517985,-0.0228898431252431,-0.009074391411195934,-0.013815451714047166,TWICE_20230324_SOFI_SOLDOUT,-1,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-03-23,JYP,035900.KQ,68200.0,69500.0,67500.0,69100.0,67245.96875,364333,0.0117129722354649,-0.019415555600801934,0.031128527836266833,TWICE_20230324_SOFI_SOLDOUT,0,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-03-24,JYP,035900.KQ,69200.0,73200.0,68500.0,72600.0,70652.0625,658413,0.0506512704525503,0.011088797806548534,0.03956247264600177,TWICE_20230324_SOFI_SOLDOUT,1,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-03-27,JYP,035900.KQ,73000.0,75000.0,71300.0,72100.0,70165.4765625,317553,-0.0068870733603849,-0.0654795225888146,0.058592449228429704,TWICE_20230324_SOFI_SOLDOUT,2,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-03-28,JYP,035900.KQ,72700.0,77700.0,72500.0,77300.0,75225.953125,708284,0.0721220293856677,0.03129244079535663,0.040829588590311064,TWICE_20230324_SOFI_SOLDOUT,3,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-03-29,JYP,035900.KQ,76600.0,77600.0,75900.0,77200.0,75128.6328125,289666,-0.0012937066059939,0.0136421666771423,-0.014935873283136199,TWICE_20230324_SOFI_SOLDOUT,4,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-03-30,JYP,035900.KQ,76900.0,78100.0,76500.0,77500.0,75420.5859375,240194,0.0038860433641676,-0.018448111962940664,0.022334155327108265,TWICE_20230324_SOFI_SOLDOUT,5,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-03-31,JYP,035900.KQ,77100.0,78100.0,76100.0,77400.0,75323.2734375,179550,-0.0012902644389509,-0.0033467164764315,0.0020564520374806,TWICE_20230324_SOFI_SOLDOUT,6,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-04-03,JYP,035900.KQ,77900.0,79100.0,76200.0,76900.0,74836.6875,244576,-0.0064599680190976,-0.009645708695624268,0.0031857406765266674,TWICE_20230324_SOFI_SOLDOUT,7,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-04-04,JYP,035900.KQ,77300.0,78100.0,76600.0,78100.0,76004.4921875,279564,0.0156047084192496,0.025181620085768266,-0.009576911666518665,TWICE_20230324_SOFI_SOLDOUT,8,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-04-05,JYP,035900.KQ,78400.0,78800.0,77000.0,77200.0,75128.6328125,197312,-0.0115237843157913,-0.0018713194086899,-0.0096524649071014,TWICE_20230324_SOFI_SOLDOUT,9,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-04-06,JYP,035900.KQ,77100.0,79800.0,76600.0,77900.0,75809.859375,443413,0.009067469179163,0.038299785440180166,-0.029232316261017167,TWICE_20230324_SOFI_SOLDOUT,10,2023-03-23,TWICE,,concert,stadium_sold_out,TWICE becomes first girl group to sell out SoFi Stadium,2023-03-23,2023-03-24,2023-03-31,positive,4.0,9,C_platform_data,positive_concert
2023-03-07,JYP,035900.KQ,77600.0,80000.0,77000.0,77900.0,75809.859375,548056,0.0156453984605486,0.057885882973329535,-0.04224048451278094,TWICE_20230321_CHAEYOUNG_SHIRT,-10,2023-03-21,TWICE,Chaeyoung,PR_crisis,controversial_clothing_apology,Chaeyoung apologizes for controversial shirt post,2023-03-21,2023-03-22,2023-03-29,negative,4.0,9,C_platform_data,negative_PR_crisis
2023-03-08,JYP,035900.KQ,78700.0,81300.0,78100.0,80000.0,77853.515625,615694,0.0269576578409265,0.004094259881002903,0.0228633979599236,TWICE_20230321_CHAEYOUNG_SHIRT,-9,2023-03-21,TWICE,Chaeyoung,PR_crisis,controversial_clothing_apology,Chaeyoung apologizes for controversial shirt post,2023-03-21,2023-03-22,2023-03-29,negative,4.0,9,C_platform_data,negative_PR_crisis
2023-03-09,JYP,035900.KQ,80000.0,80000.0,77600.0,78500.0,76393.765625,425733,-0.0187499560974385,-0.019390740223157035,0.0006407841257185347,TWICE_20230321_CHAEYOUNG_SHIRT,-8,2023-03-21,TWICE,Chaeyoung,PR_crisis,controversial_clothing_apology,Chaeyoung apologizes for controversial shirt post,2023-03-21,2023-03-22,2023-03-29,negative,4.0,9,C_platform_data,negative_PR_crisis
2023-03-10,JYP,035900.KQ,77800.0,79800.0,77200.0,77700.0,75615.21875,281856,-0.0101912357458815,-0.006817988070275766,-0.0033732476756057348,TWICE_20230321_CHAEYOUNG_SHIRT,-7,2023-03-21,TWICE,Chaeyoung,PR_crisis,controversial_clothing_apology,Chaeyoung apologizes for controversial shirt post,2023-03-21,2023-03-22,2023-03-29,negative,4.0,9,C_platform_data,negative_PR_crisis
2023-03-13,JYP,035900.KQ,74800.0,75700.0,70300.0,71100.0,69192.3046875,1150978,-0.0849420813518442,-0.08436465801235016,-0.0005774233394940376,TWICE_20230321_CHAEYOUNG_SHIRT,-6,2023-03-21,TWICE,Chaeyoung,PR_crisis,controversial_clothing_apology,Chaeyoung apologizes for controversial shirt post,2023-03-21,2023-03-22,2023-03-29,negative,4.0,9,C_platform_data,negative_PR_crisis
2023-03-14,JYP,035900.KQ,72100.0,72800.0,71100.0,71500.0,69581.5703125,562632,0.0056258514116285,-0.0303113524693594,0.035937203880987895,TWICE_20230321_CHAEYOUNG_SHIRT,-5,2023-03-21,TWICE,Chaeyoung,PR_crisis,controversial_clothing_apology,Chaeyoung apologizes for controversial shirt post,2023-03-21,2023-03-22,2023-03-29,negative,4.0,9,C_platform_data,negative_PR_crisis
2023-03-15,JYP,035900.KQ,72400.0,72700.0,70700.0,71700.0,69776.2109375,499599,0.0027973014136624,-0.008098360412318832,0.010895661825981232,TWICE_20230321_CHAEYOUNG_SHIRT,-4,2023-03-21,TWICE,Chaeyoung,PR_crisis,controversial_clothing_apology,Chaeyoung apologizes for controversial shirt post,2023-03-21,2023-03-22,2023-03-29,negative,4.0,9,C_platform_data,negative_PR_crisis
2023-03-16,JYP,035900.KQ,71100.0,71200.0,68500.0,69800.0,67927.1953125,648855,-0.0264992266011148,-0.005209151696552232,-0.02129007490456257,TWICE_20230321_CHAEYOUNG_SHIRT,-3,2023-03-21,TWICE,Chaeyoung,PR_crisis,controversial_clothing_apology,Chaeyoung apologizes for controversial shirt post,2023-03-21,2023-03-22,2023-03-29,negative,4.0,9,C_platform_data,negative_PR_crisis
2023-03-17,JYP,035900.KQ,70900.0,73600.0,69900.0,72100.0,70165.4765625,477963,0.0329511801525552,0.03021078482121797,0.0027403953313372316,TWICE_20230321_CHAEYOUNG_SHIRT,-2,2023-03-21,TWICE,Chaeyoung,PR_crisis,controversial_clothing_apology,Chaeyoung apologizes for controversial shirt post,2023-03-21,2023-03-22,2023-03-29,negative,4.0,9,C_platform_data,negative_PR_crisis
2023-03-20,JYP,035900.KQ,72500.0,72800.0,69800.0,70100.0,68219.140625,461972,-0.0277392249415751,0.0070121641598898665,-0.03475138910146497,TWICE_20230321_CHAEYOUNG_SHIRT,-1,2023-03-21,TWICE,Chaeyoung,PR_crisis,controversial_clothing_apology,Chaeyoung apologizes for controversial shirt post,2023-03-21,2023-03-22,2023-03-29,negative,4.0,9,C_platform_data,negative_PR_crisis
2023-03-21,JYP,035900.KQ,71000.0,71100.0,68700.0,69900.0,68024.5078125,387766,-0.0028530528340996,0.02170223471951427,-0.02455528755361387,TWICE_20230321_CHAEYOUNG_SHIRT,0,2023-03-21,TWICE,Chaeyoung,PR_crisis,controversial_clothing_apology,Chaeyoung apologizes for controversial shirt post,2023-03-21,2023-03-22,2023-03-29,negative,4.0,9,C_platform_data,negative_PR_crisis
2023-03-22,JYP,035900.KQ,70200.0,70200.0,67900.0,68300.0,66467.4375,517985,-0.0228898431252431,-0.009074391411195934,-0.013815451714047166,TWICE_20230321_CHAEYOUNG_SHIRT,1,2023-03-21,TWICE,Chaeyoung,PR_crisis,controversial_clothing_apology,Chaeyoung apologizes for controversial shirt post,2023-03-21,2023-03-22,2023-03-29,negative,4.0,9,C_platform_data,negative_PR_crisis
2023-03-23,JYP,035900.KQ,68200.0,69500.0,67500.0,69100.0,67245.96875,364333,0.0117129722354649,-0.019415555600801934,0.031128527836266833,TWICE_20230321_CHAEYOUNG_SHIRT,2,2023-03-21,TWICE,Chaeyoung,PR_crisis,controversial_clothing_apology,Chaeyoung apologizes for controversial shirt post,2023-03-21,2023-03-22,2023-03-29,negative,4.0,9,C_platform_data,negative_PR_crisis
2023-03-24,JYP,035900.KQ,69200.0,73200.0,68500.0,72600.0,70652.0625,658413,0.0506512704525503,0.011088797806548534,0.03956247264600177,TWICE_20230321_CHAEYOUNG_SHIRT,3,2023-03-21,TWICE,Chaeyoung,PR_crisis,controversial_clothing_apology,Chaeyoung apologizes for controversial shirt post,2023-03-21,2023-03-22,2023-03-29,negative,4.0,9,C_platform_data,negative_PR_crisis
