date,company,ticker,open,high,low,close,adj_close,volume,daily_return,peer_avg_return,abnormal_return,event_id,event_day,event0_date,group,member,event_category,event_subtype,event_title_en,start_date,peak_date,end_date,sentiment_expected,severity_score,duration_days,source_level,event_type_final
2021-05-31,JYP,035900.KQ,38400.0,40500.0,38000.0,39600.0,38053.81640625,1665267,0.0352941138962243,0.023036355427602236,0.012257758468622062,TWICE_20210609_ALCOHOL_FREE,0,2021-05-31,TWICE,,comeback,title_track_release,TWICE Alcohol-Free and Taste of Love comeback,2021-05-31,2021-06-09,2021-06-18,positive,3.0,19,B_korean_news,positive_comeback
2021-06-01,JYP,035900.KQ,39850.0,39900.0,38750.0,39650.0,38101.8671875,677980,0.0012627059724319,-0.0004547695258471333,0.0017174754982790333,TWICE_20210609_ALCOHOL_FREE,1,2021-05-31,TWICE,,comeback,title_track_release,TWICE Alcohol-Free and Taste of Love comeback,2021-05-31,2021-06-09,2021-06-18,positive,3.0,19,B_korean_news,positive_comeback
2021-06-02,JYP,035900.KQ,39650.0,39750.0,38750.0,38800.0,37285.0546875,491573,-0.0214375976899098,0.0046001749059680335,-0.026037772595877834,TWICE_20210609_ALCOHOL_FREE,2,2021-05-31,TWICE,,comeback,title_track_release,TWICE Alcohol-Free and Taste of Love comeback,2021-05-31,2021-06-09,2021-06-18,positive,3.0,19,B_korean_news,positive_comeback
2021-06-03,JYP,035900.KQ,38950.0,40200.0,38750.0,39400.0,37861.62890625,667047,0.0154639499279936,0.023187986729059733,-0.007724036801066134,TWICE_20210609_ALCOHOL_FREE,3,2021-05-31,TWICE,,comeback,title_track_release,TWICE Alcohol-Free and Taste of Love comeback,2021-05-31,2021-06-09,2021-06-18,positive,3.0,19,B_korean_news,positive_comeback
2021-06-04,JYP,035900.KQ,39350.0,39600.0,37900.0,38650.0,37140.91015625,527736,-0.0190355980664378,-0.030685477402577137,0.011649879336139337,TWICE_20210609_ALCOHOL_FREE,4,2021-05-31,TWICE,,comeback,title_track_release,TWICE Alcohol-Free and Taste of Love comeback,2021-05-31,2021-06-09,2021-06-18,positive,3.0,19,B_korean_news,positive_comeback
2021-06-07,JYP,035900.KQ,39100.0,40400.0,39100.0,39450.0,37909.671875,557026,0.0206985158822403,0.0168033720193705,0.0038951438628698,TWICE_20210609_ALCOHOL_FREE,5,2021-05-31,TWICE,,comeback,title_track_release,TWICE Alcohol-Free and Taste of Love comeback,2021-05-31,2021-06-09,2021-06-18,positive,3.0,19,B_korean_news,positive_comeback
2021-06-08,JYP,035900.KQ,39100.0,39750.0,38950.0,39500.0,37957.72265625,340565,0.0012675071788654,-0.0331555106891452,0.0344230178680106,TWICE_20210609_ALCOHOL_FREE,6,2021-05-31,TWICE,,comeback,title_track_release,TWICE Alcohol-Free and Taste of Love comeback,2021-05-31,2021-06-09,2021-06-18,positive,3.0,19,B_korean_news,positive_comeback
2021-06-09,JYP,035900.KQ,39250.0,39950.0,38800.0,38950.0,37429.19921875,410011,-0.0139240028251003,0.006696518426609733,-0.020620521251710034,TWICE_20210609_ALCOHOL_FREE,7,2021-05-31,TWICE,,comeback,title_track_release,TWICE Alcohol-Free and Taste of Love comeback,2021-05-31,2021-06-09,2021-06-18,positive,3.0,19,B_korean_news,positive_comeback
2021-06-10,JYP,035900.KQ,39000.0,39650.0,38600.0,38900.0,37381.14453125,386569,-0.0012838823299197,0.013638542347830433,-0.014922424677750132,TWICE_20210609_ALCOHOL_FREE,8,2021-05-31,TWICE,,comeback,title_track_release,TWICE Alcohol-Free and Taste of Love comeback,2021-05-31,2021-06-09,2021-06-18,positive,3.0,19,B_korean_news,positive_comeback
2021-06-11,JYP,035900.KQ,38950.0,40150.0,38900.0,39950.0,38390.15234375,575913,0.0269924269348276,0.03998123680425116,-0.012988809869423561,TWICE_20210609_ALCOHOL_FREE,9,2021-05-31,TWICE,,comeback,title_track_release,TWICE Alcohol-Free and Taste of Love comeback,2021-05-31,2021-06-09,2021-06-18,positive,3.0,19,B_korean_news,positive_comeback
