date,company,ticker,open,high,low,close,adj_close,volume,daily_return
2021-10-18,SM,041510.KQ,76000.0,76100.0,70800.0,72800.0,69284.71875,1299928,-0.05208321753964418
2021-10-19,SM,041510.KQ,73600.0,76000.0,71700.0,75500.0,71854.3359375,832115,0.0370877912743206
2021-10-20,SM,041510.KQ,75300.0,81800.0,74700.0,79400.0,75566.0234375,1375762,0.051655720584885545
2021-10-21,SM,041510.KQ,79400.0,81000.0,74500.0,76600.0,72901.21875,1428280,-0.03526458805529231
2021-10-22,SM,041510.KQ,77300.0,78000.0,74500.0,75100.0,71473.6484375,460803,-0.019582255783618163
2021-10-25,SM,041510.KQ,76600.0,77000.0,74300.0,74900.0,71283.3203125,404596,-0.0026629132437031577
2021-10-26,SM,041510.KQ,73900.0,81900.0,73800.0,81700.0,77754.9609375,1457035,0.0907875867261636
2021-10-27,SM,041510.KQ,82400.0,85000.0,81100.0,83100.0,79087.3671875,992906,0.017135964495834433
2021-10-28,SM,041510.KQ,82000.0,83500.0,77100.0,78000.0,74233.6171875,1295419,-0.06137200127667353
2021-10-29,SM,041510.KQ,77900.0,79300.0,76800.0,78200.0,74423.9609375,468670,0.0025641179456368235
2021-11-01,SM,041510.KQ,79400.0,81700.0,78000.0,80300.0,76422.5546875,586036,0.02685417068406748
2021-11-02,SM,041510.KQ,80900.0,81700.0,79000.0,79400.0,75566.0234375,413169,-0.011207833256850042
2021-11-03,SM,041510.KQ,80500.0,80500.0,76500.0,77300.0,73567.421875,463796,-0.026448415194866293
2021-11-04,SM,041510.KQ,78300.0,78500.0,74000.0,75600.0,71949.5078125,690648,-0.02199226262473941
2021-11-05,SM,041510.KQ,75400.0,77400.0,74400.0,76100.0,72425.3671875,389354,0.0066137961115744215
2021-11-08,SM,041510.KQ,76900.0,80000.0,75400.0,79400.0,75566.0234375,730662,0.04336403627570484
2021-11-09,SM,041510.KQ,80900.0,82200.0,78600.0,80500.0,76612.890625,740019,0.01385367576429175
2021-11-10,SM,041510.KQ,81000.0,81000.0,74600.0,76100.0,72425.3671875,1131934,-0.054658209647731826
2021-11-11,SM,041510.KQ,74600.0,79100.0,74100.0,78000.0,74233.6171875,650904,0.024967080875388126
2021-11-12,SM,041510.KQ,78700.0,80500.0,76000.0,77000.0,73281.8984375,522569,-0.012820589728183895
2021-11-15,SM,041510.KQ,77600.0,81300.0,77100.0,80400.0,76517.71875,968215,0.04415579265130165
2021-11-16,SM,041510.KQ,79700.0,80900.0,76400.0,79900.0,76041.8671875,1125560,-0.006218841469316505
2021-11-17,SM,041510.KQ,81000.0,84000.0,79500.0,84000.0,79943.8984375,1705613,0.05131424824667419
2021-11-18,SM,041510.KQ,84800.0,84900.0,77000.0,79300.0,75470.8359375,1361571,-0.055952519046804206
2021-11-19,SM,041510.KQ,79500.0,79800.0,77100.0,77200.0,73472.2578125,673293,-0.026481462675928102
2021-11-22,SM,041510.KQ,78300.0,78300.0,73000.0,73600.0,70046.078125,1005922,-0.046632290738138904
2021-11-23,SM,041510.KQ,72900.0,74500.0,71100.0,71400.0,67952.3046875,644353,-0.029891372844080943
2021-11-24,SM,041510.KQ,71800.0,74300.0,71200.0,74300.0,70712.2734375,576796,0.040616264050094886
2021-11-25,SM,041510.KQ,73200.0,76400.0,73100.0,74200.0,70617.109375,490715,-0.0013457927156608207
2021-11-26,SM,041510.KQ,74300.0,75100.0,69300.0,70000.0,66619.9140625,633131,-0.056603779847084645
2021-11-29,SM,041510.KQ,67800.0,72300.0,67300.0,69800.0,66429.5703125,681406,-0.0028571599450192275
2021-11-30,SM,041510.KQ,71300.0,73100.0,64300.0,67300.0,64050.2890625,647370,-0.035816598523930154
2021-12-01,SM,041510.KQ,67600.0,68700.0,63100.0,67300.0,64050.2890625,831269,0.0
2021-12-02,SM,041510.KQ,66400.0,66900.0,63300.0,64500.0,61385.4921875,738161,-0.041604759541361336
2021-12-03,SM,041510.KQ,65900.0,72600.0,65800.0,71800.0,68332.9921875,1130547,0.11317820795146649
2021-12-06,SM,041510.KQ,70500.0,72000.0,69100.0,70700.0,67286.109375,519058,-0.015320312765281008
2021-12-07,SM,041510.KQ,72000.0,73000.0,70700.0,72500.0,68999.1875,575450,0.025459610325403892
2021-12-08,SM,041510.KQ,73900.0,77000.0,72300.0,73300.0,69760.5625,715781,0.011034550225682116
2021-12-09,SM,041510.KQ,73300.0,76000.0,73000.0,74700.0,71092.9609375,703932,0.019099594237073525
2021-12-10,SM,041510.KQ,74200.0,76100.0,72500.0,76100.0,72425.3671875,511945,0.018741746474328913
2021-12-13,SM,041510.KQ,76400.0,76800.0,74700.0,75500.0,71854.3359375,444550,-0.00788440945727864
2021-12-14,SM,041510.KQ,75000.0,75500.0,71800.0,73500.0,69950.90625,464972,-0.02649011590832362
2021-12-15,SM,041510.KQ,73100.0,73200.0,70800.0,71900.0,68428.171875,393310,-0.021768615399460955
2021-12-16,SM,041510.KQ,73000.0,74800.0,71300.0,71500.0,68047.4765625,509676,-0.005563429535943576
2021-12-17,SM,041510.KQ,71000.0,72100.0,69800.0,71400.0,67952.3046875,273521,-0.0013986099089594584
2021-12-20,SM,041510.KQ,71200.0,72000.0,69600.0,70100.0,66715.078125,293238,-0.01820727888759288
2021-12-21,SM,041510.KQ,70200.0,72300.0,69100.0,72100.0,68618.515625,343107,0.0285308442033696
2021-12-22,SM,041510.KQ,73600.0,74900.0,72000.0,73200.0,69665.390625,634679,0.015256450689215884
2021-12-23,SM,041510.KQ,73900.0,74600.0,69800.0,70900.0,67476.453125,711126,-0.03142073101667908
2021-12-24,SM,041510.KQ,71500.0,73900.0,70800.0,72000.0,68523.3359375,601481,0.015514787218596782
